"","yearID","teamID","HR","lgID","HR_tot"
"1182",1971,"NYA",97,"AL",1484
"1183",1971,"NYN",98,"NL",1379
"1184",1971,"OAK",160,"AL",1484
"1185",1971,"PHI",123,"NL",1379
"1186",1971,"PIT",154,"NL",1379
"1187",1971,"SDN",96,"NL",1379
"1188",1971,"SFN",140,"NL",1379
"1189",1971,"SLN",95,"NL",1379
"1190",1971,"WS2",86,"AL",1484
"1191",1972,"ATL",144,"NL",1359
"1192",1972,"BAL",100,"AL",1175
"1193",1972,"BOS",124,"AL",1175
"1194",1972,"CAL",78,"AL",1175
"1195",1972,"CHA",108,"AL",1175
"1196",1972,"CHN",133,"NL",1359
"1197",1972,"CIN",124,"NL",1359
"1198",1972,"CLE",91,"AL",1175
"1199",1972,"DET",122,"AL",1175
"1200",1972,"HOU",134,"NL",1359
"1201",1972,"KCA",78,"AL",1175
"1202",1972,"LAN",98,"NL",1359
"1203",1972,"MIN",93,"AL",1175
"1204",1972,"ML4",88,"AL",1175
"1205",1972,"MON",91,"NL",1359
"1206",1972,"NYA",103,"AL",1175
"1207",1972,"NYN",105,"NL",1359
"1208",1972,"OAK",134,"AL",1175
"1209",1972,"PHI",98,"NL",1359
"1210",1972,"PIT",110,"NL",1359
"1211",1972,"SDN",102,"NL",1359
"1212",1972,"SFN",150,"NL",1359
"1213",1972,"SLN",70,"NL",1359
"1214",1972,"TEX",56,"AL",1175
"1215",1973,"ATL",206,"NL",1550
"1216",1973,"BAL",119,"AL",1552
"1217",1973,"BOS",147,"AL",1552
"1218",1973,"CAL",93,"AL",1552
"1219",1973,"CHA",111,"AL",1552
"1220",1973,"CHN",117,"NL",1550
"1221",1973,"CIN",137,"NL",1550
"1222",1973,"CLE",158,"AL",1552
"1223",1973,"DET",157,"AL",1552
"1224",1973,"HOU",134,"NL",1550
"1225",1973,"KCA",114,"AL",1552
"1226",1973,"LAN",110,"NL",1550
"1227",1973,"MIN",120,"AL",1552
"1228",1973,"ML4",145,"AL",1552
"1229",1973,"MON",125,"NL",1550
"1230",1973,"NYA",131,"AL",1552
"1231",1973,"NYN",85,"NL",1550
"1232",1973,"OAK",147,"AL",1552
"1233",1973,"PHI",134,"NL",1550
"1234",1973,"PIT",154,"NL",1550
"1235",1973,"SDN",112,"NL",1550
"1236",1973,"SFN",161,"NL",1550
"1237",1973,"SLN",75,"NL",1550
"1238",1973,"TEX",110,"AL",1552
"1239",1974,"ATL",120,"NL",1280
"1240",1974,"BAL",116,"AL",1369
"1241",1974,"BOS",109,"AL",1369
"1242",1974,"CAL",95,"AL",1369
"1243",1974,"CHA",135,"AL",1369
"1244",1974,"CHN",110,"NL",1280
"1245",1974,"CIN",135,"NL",1280
"1246",1974,"CLE",131,"AL",1369
"1247",1974,"DET",131,"AL",1369
"1248",1974,"HOU",110,"NL",1280
"1249",1974,"KCA",89,"AL",1369
"1250",1974,"LAN",139,"NL",1280
"1251",1974,"MIN",111,"AL",1369
"1252",1974,"ML4",120,"AL",1369
"1253",1974,"MON",86,"NL",1280
"1254",1974,"NYA",101,"AL",1369
"1255",1974,"NYN",96,"NL",1280
"1256",1974,"OAK",132,"AL",1369
"1257",1974,"PHI",95,"NL",1280
"1258",1974,"PIT",114,"NL",1280
"1259",1974,"SDN",99,"NL",1280
"1260",1974,"SFN",93,"NL",1280
"1261",1974,"SLN",83,"NL",1280
"1262",1974,"TEX",99,"AL",1369
"1263",1975,"ATL",107,"NL",1233
"1264",1975,"BAL",124,"AL",1465
"1265",1975,"BOS",134,"AL",1465
"1266",1975,"CAL",55,"AL",1465
"1267",1975,"CHA",94,"AL",1465
"1268",1975,"CHN",95,"NL",1233
"1269",1975,"CIN",124,"NL",1233
"1270",1975,"CLE",153,"AL",1465
"1271",1975,"DET",125,"AL",1465
"1272",1975,"HOU",84,"NL",1233
"1273",1975,"KCA",118,"AL",1465
"1274",1975,"LAN",118,"NL",1233
"1275",1975,"MIN",121,"AL",1465
"1276",1975,"ML4",146,"AL",1465
"1277",1975,"MON",98,"NL",1233
"1278",1975,"NYA",110,"AL",1465
"1279",1975,"NYN",101,"NL",1233
"1280",1975,"OAK",151,"AL",1465
"1281",1975,"PHI",125,"NL",1233
"1282",1975,"PIT",138,"NL",1233
"1283",1975,"SDN",78,"NL",1233
"1284",1975,"SFN",84,"NL",1233
"1285",1975,"SLN",81,"NL",1233
"1286",1975,"TEX",134,"AL",1465
"1287",1976,"ATL",82,"NL",1113
"1288",1976,"BAL",119,"AL",1122
"1289",1976,"BOS",134,"AL",1122
"1290",1976,"CAL",63,"AL",1122
"1291",1976,"CHA",73,"AL",1122
"1292",1976,"CHN",105,"NL",1113
"1293",1976,"CIN",141,"NL",1113
"1294",1976,"CLE",85,"AL",1122
"1295",1976,"DET",101,"AL",1122
"1296",1976,"HOU",66,"NL",1113
"1297",1976,"KCA",65,"AL",1122
"1298",1976,"LAN",91,"NL",1113
"1299",1976,"MIN",81,"AL",1122
"1300",1976,"ML4",88,"AL",1122
"1301",1976,"MON",94,"NL",1113
"1302",1976,"NYA",120,"AL",1122
"1303",1976,"NYN",102,"NL",1113
"1304",1976,"OAK",113,"AL",1122
"1305",1976,"PHI",110,"NL",1113
"1306",1976,"PIT",110,"NL",1113
"1307",1976,"SDN",64,"NL",1113
"1308",1976,"SFN",85,"NL",1113
"1309",1976,"SLN",63,"NL",1113
"1310",1976,"TEX",80,"AL",1122
"1311",1977,"ATL",139,"NL",1631
"1312",1977,"BAL",148,"AL",2013
"1313",1977,"BOS",213,"AL",2013
"1314",1977,"CAL",131,"AL",2013
"1315",1977,"CHA",192,"AL",2013
"1316",1977,"CHN",111,"NL",1631
"1317",1977,"CIN",181,"NL",1631
"1318",1977,"CLE",100,"AL",2013
"1319",1977,"DET",166,"AL",2013
"1320",1977,"HOU",114,"NL",1631
"1321",1977,"KCA",146,"AL",2013
"1322",1977,"LAN",191,"NL",1631
"1323",1977,"MIN",123,"AL",2013
"1324",1977,"ML4",125,"AL",2013
"1325",1977,"MON",138,"NL",1631
"1326",1977,"NYA",184,"AL",2013
"1327",1977,"NYN",88,"NL",1631
"1328",1977,"OAK",117,"AL",2013
"1329",1977,"PHI",186,"NL",1631
"1330",1977,"PIT",133,"NL",1631
"1331",1977,"SDN",120,"NL",1631
"1332",1977,"SEA",133,"AL",2013
"1333",1977,"SFN",134,"NL",1631
"1334",1977,"SLN",96,"NL",1631
"1335",1977,"TEX",135,"AL",2013
"1336",1977,"TOR",100,"AL",2013
"1337",1978,"ATL",123,"NL",1276
"1338",1978,"BAL",154,"AL",1680
"1339",1978,"BOS",172,"AL",1680
"1340",1978,"CAL",108,"AL",1680
"1341",1978,"CHA",106,"AL",1680
"1342",1978,"CHN",72,"NL",1276
"1343",1978,"CIN",136,"NL",1276
"1344",1978,"CLE",106,"AL",1680
"1345",1978,"DET",129,"AL",1680
"1346",1978,"HOU",70,"NL",1276
"1347",1978,"KCA",98,"AL",1680
"1348",1978,"LAN",149,"NL",1276
"1349",1978,"MIN",82,"AL",1680
"1350",1978,"ML4",173,"AL",1680
"1351",1978,"MON",121,"NL",1276
"1352",1978,"NYA",125,"AL",1680
"1353",1978,"NYN",86,"NL",1276
"1354",1978,"OAK",100,"AL",1680
"1355",1978,"PHI",133,"NL",1276
"1356",1978,"PIT",115,"NL",1276
"1357",1978,"SDN",75,"NL",1276
"1358",1978,"SEA",97,"AL",1680
"1359",1978,"SFN",117,"NL",1276
"1360",1978,"SLN",79,"NL",1276
"1361",1978,"TEX",132,"AL",1680
"1362",1978,"TOR",98,"AL",1680
"1363",1979,"ATL",126,"NL",1427
"1364",1979,"BAL",181,"AL",2006
"1365",1979,"BOS",194,"AL",2006
"1366",1979,"CAL",164,"AL",2006
"1367",1979,"CHA",127,"AL",2006
"1368",1979,"CHN",135,"NL",1427
"1369",1979,"CIN",132,"NL",1427
"1370",1979,"CLE",138,"AL",2006
"1371",1979,"DET",164,"AL",2006
"1372",1979,"HOU",49,"NL",1427
"1373",1979,"KCA",116,"AL",2006
"1374",1979,"LAN",183,"NL",1427
"1375",1979,"MIN",112,"AL",2006
"1376",1979,"ML4",185,"AL",2006
"1377",1979,"MON",143,"NL",1427
"1378",1979,"NYA",150,"AL",2006
"1379",1979,"NYN",74,"NL",1427
"1380",1979,"OAK",108,"AL",2006
"1381",1979,"PHI",119,"NL",1427
"1382",1979,"PIT",148,"NL",1427
"1383",1979,"SDN",93,"NL",1427
"1384",1979,"SEA",132,"AL",2006
"1385",1979,"SFN",125,"NL",1427
"1386",1979,"SLN",100,"NL",1427
"1387",1979,"TEX",140,"AL",2006
"1388",1979,"TOR",95,"AL",2006
"1389",1980,"ATL",144,"NL",1243
"1390",1980,"BAL",156,"AL",1844
"1391",1980,"BOS",162,"AL",1844
"1392",1980,"CAL",106,"AL",1844
"1393",1980,"CHA",91,"AL",1844
"1394",1980,"CHN",107,"NL",1243
"1395",1980,"CIN",113,"NL",1243
"1396",1980,"CLE",89,"AL",1844
"1397",1980,"DET",143,"AL",1844
"1398",1980,"HOU",75,"NL",1243
"1399",1980,"KCA",115,"AL",1844
"1400",1980,"LAN",148,"NL",1243
"1401",1980,"MIN",99,"AL",1844
"1402",1980,"ML4",203,"AL",1844
"1403",1980,"MON",114,"NL",1243
"1404",1980,"NYA",189,"AL",1844
"1405",1980,"NYN",61,"NL",1243
"1406",1980,"OAK",137,"AL",1844
"1407",1980,"PHI",117,"NL",1243
"1408",1980,"PIT",116,"NL",1243
"1409",1980,"SDN",67,"NL",1243
"1410",1980,"SEA",104,"AL",1844
"1411",1980,"SFN",80,"NL",1243
"1412",1980,"SLN",101,"NL",1243
"1413",1980,"TEX",124,"AL",1844
"1414",1980,"TOR",126,"AL",1844
"1415",1981,"ATL",64,"NL",719
"1416",1981,"BAL",88,"AL",1062
"1417",1981,"BOS",90,"AL",1062
"1418",1981,"CAL",97,"AL",1062
"1419",1981,"CHA",76,"AL",1062
"1420",1981,"CHN",57,"NL",719
"1421",1981,"CIN",64,"NL",719
"1422",1981,"CLE",39,"AL",1062
"1423",1981,"DET",65,"AL",1062
"1424",1981,"HOU",45,"NL",719
"1425",1981,"KCA",61,"AL",1062
"1426",1981,"LAN",82,"NL",719
"1427",1981,"MIN",47,"AL",1062
"1428",1981,"ML4",96,"AL",1062
"1429",1981,"MON",81,"NL",719
"1430",1981,"NYA",100,"AL",1062
"1431",1981,"NYN",57,"NL",719
"1432",1981,"OAK",104,"AL",1062
"1433",1981,"PHI",69,"NL",719
"1434",1981,"PIT",55,"NL",719
"1435",1981,"SDN",32,"NL",719
"1436",1981,"SEA",89,"AL",1062
"1437",1981,"SFN",63,"NL",719
"1438",1981,"SLN",50,"NL",719
"1439",1981,"TEX",49,"AL",1062
"1440",1981,"TOR",61,"AL",1062
"1441",1982,"ATL",146,"NL",1299
"1442",1982,"BAL",179,"AL",2080
"1443",1982,"BOS",136,"AL",2080
"1444",1982,"CAL",186,"AL",2080
"1445",1982,"CHA",136,"AL",2080
"1446",1982,"CHN",102,"NL",1299
"1447",1982,"CIN",82,"NL",1299
"1448",1982,"CLE",109,"AL",2080
"1449",1982,"DET",177,"AL",2080
"1450",1982,"HOU",74,"NL",1299
"1451",1982,"KCA",132,"AL",2080
"1452",1982,"LAN",138,"NL",1299
"1453",1982,"MIN",148,"AL",2080
"1454",1982,"ML4",216,"AL",2080
"1455",1982,"MON",133,"NL",1299
"1456",1982,"NYA",161,"AL",2080
"1457",1982,"NYN",97,"NL",1299
"1458",1982,"OAK",149,"AL",2080
"1459",1982,"PHI",112,"NL",1299
"1460",1982,"PIT",134,"NL",1299
"1461",1982,"SDN",81,"NL",1299
"1462",1982,"SEA",130,"AL",2080
"1463",1982,"SFN",133,"NL",1299
"1464",1982,"SLN",67,"NL",1299
"1465",1982,"TEX",115,"AL",2080
"1466",1982,"TOR",106,"AL",2080
"1467",1983,"ATL",130,"NL",1398
"1468",1983,"BAL",168,"AL",1903
"1469",1983,"BOS",142,"AL",1903
"1470",1983,"CAL",154,"AL",1903
"1471",1983,"CHA",157,"AL",1903
"1472",1983,"CHN",140,"NL",1398
"1473",1983,"CIN",107,"NL",1398
"1474",1983,"CLE",86,"AL",1903
"1475",1983,"DET",156,"AL",1903
"1476",1983,"HOU",97,"NL",1398
"1477",1983,"KCA",109,"AL",1903
"1478",1983,"LAN",146,"NL",1398
"1479",1983,"MIN",141,"AL",1903
"1480",1983,"ML4",132,"AL",1903
"1481",1983,"MON",102,"NL",1398
"1482",1983,"NYA",153,"AL",1903
"1483",1983,"NYN",112,"NL",1398
"1484",1983,"OAK",121,"AL",1903
"1485",1983,"PHI",125,"NL",1398
"1486",1983,"PIT",121,"NL",1398
"1487",1983,"SDN",93,"NL",1398
"1488",1983,"SEA",111,"AL",1903
"1489",1983,"SFN",142,"NL",1398
"1490",1983,"SLN",83,"NL",1398
"1491",1983,"TEX",106,"AL",1903
"1492",1983,"TOR",167,"AL",1903
"1493",1984,"ATL",111,"NL",1278
"1494",1984,"BAL",160,"AL",1980
"1495",1984,"BOS",181,"AL",1980
"1496",1984,"CAL",150,"AL",1980
"1497",1984,"CHA",172,"AL",1980
"1498",1984,"CHN",136,"NL",1278
"1499",1984,"CIN",106,"NL",1278
"1500",1984,"CLE",123,"AL",1980
"1501",1984,"DET",187,"AL",1980
"1502",1984,"HOU",79,"NL",1278
"1503",1984,"KCA",117,"AL",1980
"1504",1984,"LAN",102,"NL",1278
"1505",1984,"MIN",114,"AL",1980
"1506",1984,"ML4",96,"AL",1980
"1507",1984,"MON",96,"NL",1278
"1508",1984,"NYA",130,"AL",1980
"1509",1984,"NYN",107,"NL",1278
"1510",1984,"OAK",158,"AL",1980
"1511",1984,"PHI",147,"NL",1278
"1512",1984,"PIT",98,"NL",1278
"1513",1984,"SDN",109,"NL",1278
"1514",1984,"SEA",129,"AL",1980
"1515",1984,"SFN",112,"NL",1278
"1516",1984,"SLN",75,"NL",1278
"1517",1984,"TEX",120,"AL",1980
"1518",1984,"TOR",143,"AL",1980
"1519",1985,"ATL",126,"NL",1424
"1520",1985,"BAL",214,"AL",2178
"1521",1985,"BOS",162,"AL",2178
"1522",1985,"CAL",153,"AL",2178
"1523",1985,"CHA",146,"AL",2178
"1524",1985,"CHN",150,"NL",1424
"1525",1985,"CIN",114,"NL",1424
"1526",1985,"CLE",116,"AL",2178
"1527",1985,"DET",202,"AL",2178
"1528",1985,"HOU",121,"NL",1424
"1529",1985,"KCA",154,"AL",2178
"1530",1985,"LAN",129,"NL",1424
"1531",1985,"MIN",141,"AL",2178
"1532",1985,"ML4",101,"AL",2178
"1533",1985,"MON",118,"NL",1424
"1534",1985,"NYA",176,"AL",2178
"1535",1985,"NYN",134,"NL",1424
"1536",1985,"OAK",155,"AL",2178
"1537",1985,"PHI",141,"NL",1424
"1538",1985,"PIT",80,"NL",1424
"1539",1985,"SDN",109,"NL",1424
"1540",1985,"SEA",171,"AL",2178
"1541",1985,"SFN",115,"NL",1424
"1542",1985,"SLN",87,"NL",1424
"1543",1985,"TEX",129,"AL",2178
"1544",1985,"TOR",158,"AL",2178
"1545",1986,"ATL",138,"NL",1523
"1546",1986,"BAL",169,"AL",2290
"1547",1986,"BOS",144,"AL",2290
"1548",1986,"CAL",167,"AL",2290
"1549",1986,"CHA",121,"AL",2290
"1550",1986,"CHN",155,"NL",1523
"1551",1986,"CIN",144,"NL",1523
"1552",1986,"CLE",157,"AL",2290
"1553",1986,"DET",198,"AL",2290
"1554",1986,"HOU",125,"NL",1523
"1555",1986,"KCA",137,"AL",2290
"1556",1986,"LAN",130,"NL",1523
"1557",1986,"MIN",196,"AL",2290
"1558",1986,"ML4",127,"AL",2290
"1559",1986,"MON",110,"NL",1523
"1560",1986,"NYA",188,"AL",2290
"1561",1986,"NYN",148,"NL",1523
"1562",1986,"OAK",163,"AL",2290
"1563",1986,"PHI",154,"NL",1523
"1564",1986,"PIT",111,"NL",1523
"1565",1986,"SDN",136,"NL",1523
"1566",1986,"SEA",158,"AL",2290
"1567",1986,"SFN",114,"NL",1523
"1568",1986,"SLN",58,"NL",1523
"1569",1986,"TEX",184,"AL",2290
"1570",1986,"TOR",181,"AL",2290
"1571",1987,"ATL",152,"NL",1824
"1572",1987,"BAL",211,"AL",2634
"1573",1987,"BOS",174,"AL",2634
"1574",1987,"CAL",172,"AL",2634
"1575",1987,"CHA",173,"AL",2634
"1576",1987,"CHN",209,"NL",1824
"1577",1987,"CIN",192,"NL",1824
"1578",1987,"CLE",187,"AL",2634
"1579",1987,"DET",225,"AL",2634
"1580",1987,"HOU",122,"NL",1824
"1581",1987,"KCA",168,"AL",2634
"1582",1987,"LAN",125,"NL",1824
"1583",1987,"MIN",196,"AL",2634
"1584",1987,"ML4",163,"AL",2634
"1585",1987,"MON",120,"NL",1824
"1586",1987,"NYA",196,"AL",2634
"1587",1987,"NYN",192,"NL",1824
"1588",1987,"OAK",199,"AL",2634
"1589",1987,"PHI",169,"NL",1824
"1590",1987,"PIT",131,"NL",1824
"1591",1987,"SDN",113,"NL",1824
"1592",1987,"SEA",161,"AL",2634
"1593",1987,"SFN",205,"NL",1824
"1594",1987,"SLN",94,"NL",1824
"1595",1987,"TEX",194,"AL",2634
"1596",1987,"TOR",215,"AL",2634
"1597",1988,"ATL",96,"NL",1279
"1598",1988,"BAL",137,"AL",1901
"1599",1988,"BOS",124,"AL",1901
"1600",1988,"CAL",124,"AL",1901
"1601",1988,"CHA",132,"AL",1901
"1602",1988,"CHN",113,"NL",1279
"1603",1988,"CIN",122,"NL",1279
"1604",1988,"CLE",134,"AL",1901
"1605",1988,"DET",143,"AL",1901
"1606",1988,"HOU",96,"NL",1279
"1607",1988,"KCA",121,"AL",1901
"1608",1988,"LAN",99,"NL",1279
"1609",1988,"MIN",151,"AL",1901
"1610",1988,"ML4",113,"AL",1901
"1611",1988,"MON",107,"NL",1279
"1612",1988,"NYA",148,"AL",1901
"1613",1988,"NYN",152,"NL",1279
"1614",1988,"OAK",156,"AL",1901
"1615",1988,"PHI",106,"NL",1279
"1616",1988,"PIT",110,"NL",1279
"1617",1988,"SDN",94,"NL",1279
"1618",1988,"SEA",148,"AL",1901
"1619",1988,"SFN",113,"NL",1279
"1620",1988,"SLN",71,"NL",1279
"1621",1988,"TEX",112,"AL",1901
"1622",1988,"TOR",158,"AL",1901
"1623",1989,"ATL",128,"NL",1365
"1624",1989,"BAL",129,"AL",1718
"1625",1989,"BOS",108,"AL",1718
"1626",1989,"CAL",145,"AL",1718
"1627",1989,"CHA",94,"AL",1718
"1628",1989,"CHN",124,"NL",1365
"1629",1989,"CIN",128,"NL",1365
"1630",1989,"CLE",127,"AL",1718
"1631",1989,"DET",116,"AL",1718
"1632",1989,"HOU",97,"NL",1365
"1633",1989,"KCA",101,"AL",1718
"1634",1989,"LAN",89,"NL",1365
"1635",1989,"MIN",117,"AL",1718
"1636",1989,"ML4",126,"AL",1718
"1637",1989,"MON",100,"NL",1365
"1638",1989,"NYA",130,"AL",1718
"1639",1989,"NYN",147,"NL",1365
"1640",1989,"OAK",127,"AL",1718
"1641",1989,"PHI",123,"NL",1365
"1642",1989,"PIT",95,"NL",1365
"1643",1989,"SDN",120,"NL",1365
"1644",1989,"SEA",134,"AL",1718
"1645",1989,"SFN",141,"NL",1365
"1646",1989,"SLN",73,"NL",1365
"1647",1989,"TEX",122,"AL",1718
"1648",1989,"TOR",142,"AL",1718
"1649",1990,"ATL",162,"NL",1521
"1650",1990,"BAL",132,"AL",1796
"1651",1990,"BOS",106,"AL",1796
"1652",1990,"CAL",147,"AL",1796
"1653",1990,"CHA",106,"AL",1796
"1654",1990,"CHN",136,"NL",1521
"1655",1990,"CIN",125,"NL",1521
"1656",1990,"CLE",110,"AL",1796
"1657",1990,"DET",172,"AL",1796
"1658",1990,"HOU",94,"NL",1521
"1659",1990,"KCA",100,"AL",1796
"1660",1990,"LAN",129,"NL",1521
"1661",1990,"MIN",100,"AL",1796
"1662",1990,"ML4",128,"AL",1796
"1663",1990,"MON",114,"NL",1521
"1664",1990,"NYA",147,"AL",1796
"1665",1990,"NYN",172,"NL",1521
"1666",1990,"OAK",164,"AL",1796
"1667",1990,"PHI",103,"NL",1521
"1668",1990,"PIT",138,"NL",1521
"1669",1990,"SDN",123,"NL",1521
"1670",1990,"SEA",107,"AL",1796
"1671",1990,"SFN",152,"NL",1521
"1672",1990,"SLN",73,"NL",1521
"1673",1990,"TEX",110,"AL",1796
"1674",1990,"TOR",167,"AL",1796
"1675",1991,"ATL",141,"NL",1430
"1676",1991,"BAL",170,"AL",1953
"1677",1991,"BOS",126,"AL",1953
"1678",1991,"CAL",115,"AL",1953
"1679",1991,"CHA",139,"AL",1953
"1680",1991,"CHN",159,"NL",1430
"1681",1991,"CIN",164,"NL",1430
"1682",1991,"CLE",79,"AL",1953
"1683",1991,"DET",209,"AL",1953
"1684",1991,"HOU",79,"NL",1430
"1685",1991,"KCA",117,"AL",1953
"1686",1991,"LAN",108,"NL",1430
"1687",1991,"MIN",140,"AL",1953
"1688",1991,"ML4",116,"AL",1953
"1689",1991,"MON",95,"NL",1430
"1690",1991,"NYA",147,"AL",1953
"1691",1991,"NYN",117,"NL",1430
"1692",1991,"OAK",159,"AL",1953
"1693",1991,"PHI",111,"NL",1430
"1694",1991,"PIT",126,"NL",1430
"1695",1991,"SDN",121,"NL",1430
"1696",1991,"SEA",126,"AL",1953
"1697",1991,"SFN",141,"NL",1430
"1698",1991,"SLN",68,"NL",1430
"1699",1991,"TEX",177,"AL",1953
"1700",1991,"TOR",133,"AL",1953
"1701",1992,"ATL",138,"NL",1262
"1702",1992,"BAL",148,"AL",1776
"1703",1992,"BOS",84,"AL",1776
"1704",1992,"CAL",88,"AL",1776
"1705",1992,"CHA",110,"AL",1776
"1706",1992,"CHN",104,"NL",1262
"1707",1992,"CIN",99,"NL",1262
"1708",1992,"CLE",127,"AL",1776
"1709",1992,"DET",182,"AL",1776
"1710",1992,"HOU",96,"NL",1262
"1711",1992,"KCA",75,"AL",1776
"1712",1992,"LAN",72,"NL",1262
"1713",1992,"MIN",104,"AL",1776
"1714",1992,"ML4",82,"AL",1776
"1715",1992,"MON",102,"NL",1262
"1716",1992,"NYA",163,"AL",1776
"1717",1992,"NYN",93,"NL",1262
"1718",1992,"OAK",142,"AL",1776
"1719",1992,"PHI",118,"NL",1262
"1720",1992,"PIT",106,"NL",1262
"1721",1992,"SDN",135,"NL",1262
"1722",1992,"SEA",149,"AL",1776
"1723",1992,"SFN",105,"NL",1262
"1724",1992,"SLN",94,"NL",1262
"1725",1992,"TEX",159,"AL",1776
"1726",1992,"TOR",163,"AL",1776
"1727",1993,"ATL",169,"NL",1956
"1728",1993,"BAL",157,"AL",2074
"1729",1993,"BOS",114,"AL",2074
"1730",1993,"CAL",114,"AL",2074
"1731",1993,"CHA",162,"AL",2074
"1732",1993,"CHN",161,"NL",1956
"1733",1993,"CIN",137,"NL",1956
"1734",1993,"CLE",141,"AL",2074
"1735",1993,"COL",142,"NL",1956
"1736",1993,"DET",178,"AL",2074
"1737",1993,"FLO",94,"NL",1956
"1738",1993,"HOU",138,"NL",1956
"1739",1993,"KCA",125,"AL",2074
"1740",1993,"LAN",130,"NL",1956
"1741",1993,"MIN",121,"AL",2074
"1742",1993,"ML4",125,"AL",2074
"1743",1993,"MON",122,"NL",1956
"1744",1993,"NYA",178,"AL",2074
"1745",1993,"NYN",158,"NL",1956
"1746",1993,"OAK",158,"AL",2074
"1747",1993,"PHI",156,"NL",1956
"1748",1993,"PIT",110,"NL",1956
"1749",1993,"SDN",153,"NL",1956
"1750",1993,"SEA",161,"AL",2074
"1751",1993,"SFN",168,"NL",1956
"1752",1993,"SLN",118,"NL",1956
"1753",1993,"TEX",181,"AL",2074
"1754",1993,"TOR",159,"AL",2074
"1755",1994,"ATL",137,"NL",1532
"1756",1994,"BAL",139,"AL",1774
"1757",1994,"BOS",120,"AL",1774
"1758",1994,"CAL",120,"AL",1774
"1759",1994,"CHA",121,"AL",1774
"1760",1994,"CHN",109,"NL",1532
"1761",1994,"CIN",124,"NL",1532
"1762",1994,"CLE",167,"AL",1774
"1763",1994,"COL",125,"NL",1532
"1764",1994,"DET",161,"AL",1774
"1765",1994,"FLO",94,"NL",1532
"1766",1994,"HOU",120,"NL",1532
"1767",1994,"KCA",100,"AL",1774
"1768",1994,"LAN",115,"NL",1532
"1769",1994,"MIN",103,"AL",1774
"1770",1994,"ML4",99,"AL",1774
"1771",1994,"MON",108,"NL",1532
"1772",1994,"NYA",139,"AL",1774
"1773",1994,"NYN",117,"NL",1532
"1774",1994,"OAK",113,"AL",1774
"1775",1994,"PHI",80,"NL",1532
"1776",1994,"PIT",80,"NL",1532
"1777",1994,"SDN",92,"NL",1532
"1778",1994,"SEA",153,"AL",1774
"1779",1994,"SFN",123,"NL",1532
"1780",1994,"SLN",108,"NL",1532
"1781",1994,"TEX",124,"AL",1774
"1782",1994,"TOR",115,"AL",1774
"1783",1995,"ATL",168,"NL",1917
"1784",1995,"BAL",173,"AL",2164
"1785",1995,"BOS",175,"AL",2164
"1786",1995,"CAL",186,"AL",2164
"1787",1995,"CHA",146,"AL",2164
"1788",1995,"CHN",158,"NL",1917
"1789",1995,"CIN",161,"NL",1917
"1790",1995,"CLE",207,"AL",2164
"1791",1995,"COL",200,"NL",1917
"1792",1995,"DET",159,"AL",2164
"1793",1995,"FLO",144,"NL",1917
"1794",1995,"HOU",109,"NL",1917
"1795",1995,"KCA",119,"AL",2164
"1796",1995,"LAN",140,"NL",1917
"1797",1995,"MIN",120,"AL",2164
"1798",1995,"ML4",128,"AL",2164
"1799",1995,"MON",118,"NL",1917
"1800",1995,"NYA",122,"AL",2164
"1801",1995,"NYN",125,"NL",1917
"1802",1995,"OAK",169,"AL",2164
"1803",1995,"PHI",94,"NL",1917
"1804",1995,"PIT",125,"NL",1917
"1805",1995,"SDN",116,"NL",1917
"1806",1995,"SEA",182,"AL",2164
"1807",1995,"SFN",152,"NL",1917
"1808",1995,"SLN",107,"NL",1917
"1809",1995,"TEX",138,"AL",2164
"1810",1995,"TOR",140,"AL",2164
"1811",1996,"ATL",197,"NL",2220
"1812",1996,"BAL",257,"AL",2742
"1813",1996,"BOS",209,"AL",2742
"1814",1996,"CAL",192,"AL",2742
"1815",1996,"CHA",195,"AL",2742
"1816",1996,"CHN",175,"NL",2220
"1817",1996,"CIN",191,"NL",2220
"1818",1996,"CLE",218,"AL",2742
"1819",1996,"COL",221,"NL",2220
"1820",1996,"DET",204,"AL",2742
"1821",1996,"FLO",150,"NL",2220
"1822",1996,"HOU",129,"NL",2220
"1823",1996,"KCA",123,"AL",2742
"1824",1996,"LAN",150,"NL",2220
"1825",1996,"MIN",118,"AL",2742
"1826",1996,"ML4",178,"AL",2742
"1827",1996,"MON",148,"NL",2220
"1828",1996,"NYA",162,"AL",2742
"1829",1996,"NYN",147,"NL",2220
"1830",1996,"OAK",243,"AL",2742
"1831",1996,"PHI",132,"NL",2220
"1832",1996,"PIT",138,"NL",2220
"1833",1996,"SDN",147,"NL",2220
"1834",1996,"SEA",245,"AL",2742
"1835",1996,"SFN",153,"NL",2220
"1836",1996,"SLN",142,"NL",2220
"1837",1996,"TEX",221,"AL",2742
"1838",1996,"TOR",177,"AL",2742
"1839",1997,"ANA",161,"AL",2477
"1840",1997,"ATL",174,"NL",2163
"1841",1997,"BAL",196,"AL",2477
"1842",1997,"BOS",185,"AL",2477
"1843",1997,"CHA",158,"AL",2477
"1844",1997,"CHN",127,"NL",2163
"1845",1997,"CIN",142,"NL",2163
"1846",1997,"CLE",220,"AL",2477
"1847",1997,"COL",239,"NL",2163
"1848",1997,"DET",176,"AL",2477
"1849",1997,"FLO",136,"NL",2163
